,user,tweet,location,keyword
233,Prasad Welikumbura,"One of the journalists who attended the parliament on the day of the vote for 20A was diagnosed positive with #COVID19.

Will there be a 20A Cluster?

#lka #SriLanka #COVID19LK #COVID19SL #20ACluster #Parliament",Sri Lanka,covid19
234,6 Hillgrove,"@RaymondCarter10 @LukeJohnsonRCP The country can't keep shutting down in order to eradicate COVID-19, in the same way it can't shut down to eradicate the normal flu, or Tuberculosis. Stop-start is not a good strategy. We must learn to live with it.","London, United Kingdom",covid19
235,John Tobin,Watch Episode 1: Conversations on COVID-19: A Global View https://t.co/kQXYqbeX21,,covid19
236,Frank Feeney,"9, 210 is the official covid 19 death rate in America. CDC CONFIRMS IT","Ballycastle, Northern Ireland",covid19
237,T🌹,"@lannnzzzz yes pls, for our babies sake. covid-19 took everything else away😒","Kaneohe, HI",covid19
238,Chris,@AvonandsomerRob You can have Covid19 and not show symptoms but be infectious to others 🙄,Derbyshire,covid19
239,Phil Gould,I wouldn’t normally wish Covid 19 on anyone... https://t.co/Up2vRFhFKY,UK,covid19
240,FNH BigDog,"@realDonaldTrump Finally! A serious Explanation of Trump’s 
COVID19 Face Mask Aversion!  Why Wasn’t
This Known Sooner?!  It Makes Perfect Sense!
https://t.co/7g55uDZVmi",,covid19
241,People's Daily app,"#India on Thursday reported 49,881 new #COVID19 cases, taking its total caseload to 8,040,203, according to the country's health ministry.
https://t.co/TEClSgFPbf","北京, 中华人民共和国",covid19
242,San Diego:Dialed In,CoVID-19: San Diego Sees 13 New Community Outbreaks| Halloween Recommendations | Polls Open This Weekend | The Collapse of Live Music? | Casbah Virtual Halloween https://t.co/7nZ6DeRaSa,San Diego,covid19
243,Corrine✨,"@BNODesk The media reported that as many as 49 novel Covid19 positive patients had been detected after leaving Taiwan. TW  implemented the ostrich policy of no new cases without testing. In order to cover up their hypocritical success,to bring security risks to all countries in the world.",,covid19
244,Rodney Rowland,#COVID19 is not going away and it’s not the damn #flu...#TrumpVirus,"Charlotte, NC",covid19
245,Alan Harrison,"""They have come to us with a proposal that is poorly thought through. It is not clear what the cost is or the amount of work involved and there is nothing about contact tracing.”
10% of England's population could be tested for Covid-19 every week https://t.co/NODZFD1Eu4",@europe,covid19
246,Freedom-2017,"Coronavirus: 'Critical stage' with 96,000 a day getting COVID-19 as more stringent action needed, scientists say https://t.co/Q9fs12xR8q","England, United Kingdom",covid19
247,🏳️‍🌈Georgei 💒🇺🇸Trump2020❤🏳️‍🌈,Whistleblower says El Paso ambulances picking up COVID-19 patients from Juarez https://t.co/wwRbYEdCeD @realDonaldTrump @GregAbbott_TX,Texas,covid19
248,1YOYO1,Why America is losing the Fight Against Covid 19 (and why Thailand is wi... https://t.co/8HQT2w7ioF via @YouTube,"Shibuya-ku, Tokyo",covid19
249,RIM News,"Latest Coronavirus stats from Punjab
#coronavirus #Update #Punjab #COVID19 
Active #covid19 cases in Punjab: 3,830
New Cases in 24 hrs: 273
Total Cases: 103,587
Lives lost in last 24 hrs: 5
Total lives lost: 2,347
Recoveries in 24 hours: 26
Total recoveries: 97,410",Pakistan,covid19
250,Naira Kirakosyan,"‼ There is a bigger danger than #COVID19 in the world. Don't be blind, cause your country could be the next one to be violated by #TurkishAggression 
Stop this VIRUS ‼
#StopTurkey https://t.co/lN6e6S2LJh",,covid19
251,Cazz,@nature @JolyonMaugham Scientists have allegedly discovered that COVID-19 antibodies do not remain in our bodies to prevent us getting it more than once. Unsafe to attempt herd immunity as it will just mutate into a stronger 🦠,,covid19
252,🇺🇬Tooro's finest🇸🇪,"Its the big people with covid19 and others like us, get well soon.","Gothenburg, Sweden",covid19
253,Christy Quirk,Super interesting article with illuminating graphics in @elpaisinenglish about how interventions that might not be enough on their own help stop the spread #COVID19 when combined https://t.co/7VZl2FFH6j,Côte d'Azur,covid19
254,Ann Wood,Petition: Hold a public inquiry into Government contracts granted during Covid-19 https://t.co/1B97e25lkb,"London, England",covid19
255,Ishwarsinh T Patel,"Hon'ble PM Shri @narendramodi ji identifies the number of lives saved as the fitting metric to assess our fight against #COVID19

Under his shining leadership, India's ‘whole of government’ &amp; ‘whole of society’ approach has ensured lowest mortality rate.

https://t.co/n7uTPQX059","Ankleshwar, India",covid19
256,"Bill Bond, pyro theology and the cross","1963 golf fans boo “Fat Jack”
1964 Masters teaches fans to be polite. 1980’s Jack is the Golden Bear. 2020 Jack is crazy grandpa at last year’s pre-COVID-19 thanksgiving https://t.co/GqoaDYTxfs","Chattanooga, TN",covid19
257,DB's_a_Dem-a-Cat_Ω,"Should be Trump 20 x 235K at Minimum for the current lives lost to Covid19. Then for the rest of the crimes...
#TrumpVirusDeathToll232K #TrumpIsKillingAmericans https://t.co/Xw2mh0CFRT",Raising Cane in #Missouri ;)b,covid19
258,MTG,"Why is the Covid-19 Death Rate So Low? 
Spread this great video far and wide  so we can get more people to understand that this is not nearly as Lethal or infectious as some would have us believe 
https://t.co/Xq8Wi5prUi via @YouTube",South East Penal Centre,covid19
259,Blue Pen NGO,"In these unprecedented times when COVID-19 continues to spread and to impact almost every individual, Blue pen is coming forward to help the vulnerable groups of people. This was Blue Pen's second Sunday of conducting the educational session with children of underprivileged group https://t.co/53AIRmk90N",New Delhi,covid19
260,Jon Marduk,"@JoeBiden @dragonlady9947 Well, in fairness, they never said ""ending the COVID-19 pandemic LEGITIMATELY""... to the donald trump sycophants he DID end it, to us who have a modicum of glial cells, we understand and know better.","NYC, NY",covid19
261,TOI Kolkata,"#WestBengal govt asks all state-run and private medical establishments to send details of frontline health care workers and other staff who would be administered #COVID19 vaccine on priority basis 

#CautionYesPanicNo","Kolkata, India",covid19
262,Odhiambo777,"#TanzaniaElections2020
I still believe former Tanzanian President the late Benjamin Mkapa either died of Covid19 or heart break after discovering Magufuli's insensitivity.

Magufuli is not a patriot, patriots normally respect the rights of citizens
Magufuli's hyped war on...",Kenya,covid19
263,Travel Bling,"Air travel amid Covid-19 – safe or not? Harvard study, and report on 59 infections from Ireland flight, offer different views on the risks https://t.co/eNfw46josp #travel",,covid19
264,Stephanie Diezmann,"Of my 5 Y1 tutees:
1 has Covid-19 
1 is self-isolating
1 has left campus for stress
1 is anxiety-stricken
1 still standing 
And I have to pick up the pieces wo/ training in counselling or similar
#CovidSafeCampus - that’s what it looks like",University of Bristol,covid19
265,LeeHillerDesigns Ⓥ🌿,"🌸✋🌼😷💮👐🌸😷🌼✋💮
#facemasks #facemasks4all #flag
#gifts #shoppingonline #healthandsafety #onlineshopping #socialdistancing #Quarantine
CDC recommends the use of cloth face coverings to supplement social distancing in fight against spread of  #covid19
https://t.co/xgDXTq87iA https://t.co/ptUCepUzE9",Here There and Everywhere ,covid19
266,Premananda Pradhan,@IPR_Odisha Now khorda is again unstable and increase covid-19.,,covid19
267,WNDU,Next year’s Boston Marathon has also been postponed. The Boston Athletic Association said Wednesday that it won’t hold the race as scheduled in April because of the COVID-19 pandemic. Organizers say it will be put off “at least until the fall of 2021.” https://t.co/MIHn87Kes3,"South Bend, Indiana",covid19
268,Financial News,"London hardest hit on jobs in UK by Covid-19 crisis 
https://t.co/uOuOKVy1CX",London,covid19
269,Steve D,"We all wear masks at work for 10 hours a day, 6 days a week, but we had 8 delivery companies deliver to us.. NONE had masks!
We had public come in to buy car parts.. NONE had masks!
Maybe that's one reason why the R level is rising? 🤔
#nearly100000 #WearMasks #COVID19 #Croydon",,covid19
270,Prof Ramesh Chandra,Loss of Smell in COVID-19 Can Present with Brain Alterations https://t.co/je7XBwJ5V5 via @sciam,,covid19
271,TheFork,So after 8 months of COVID-19 they have finally found a cure for it. I’m going to attach a table top to my fork this morning. We are all now safe and normality can resume. #COVID19 #substantial #meal https://t.co/BkBHZeHqra,,covid19
272,Latent Solution,"Artificial Intelligence in cybersecurity.
https://t.co/9LbYDtDTKJ
Visit us: https://t.co/BiWYqPGxP3

#LatentaSolution #cybersecurity #cybercriminals #ArtificialIntelligence #AI #DataSecurity #strategy",United Arab Emirates,covid19
273,yes,@howardfineman COVID-19?! Seriously when are they going to find the cure for TDS?,"California, USA",covid19
274,Koimoi.com,"Khloe Kardashian Tested Positive For COVID-19; Says, “This Sh*t Is Real”

#KhlowKardashian #Koimoi 

https://t.co/SgN5mWLCs3",Bombay,covid19
275,#IndiaFightsCorona,"📢#CoronaVirusUpdates:

✅India's #COVID19 recovery rate improves to 90.99% as on October 29, 2020

#IndiaFightsCorona
#Unite2FightCorona

@ICMRDELHI

Via @MoHFW_INDIA https://t.co/kS7FUzu5qR",,covid19
276,Anne Miano,They had leadership and a plan. #COVID19 https://t.co/cfCY5YkRCy,Pacific Northwest,covid19
277,The Banking & Finance Post,"Prime Minister #NarendraModi has said that #India can still become the $5 trillion economy by 2024 amid all the adversities posed by the #Covid19 outbreak but for that, the country has to run fast and work harder.
https://t.co/41gsfFZF2B","Noida, India",covid19
278,Periklis Simeonidis,"Europe is under COVID-19 ""siege"" and some MIT info about Coronavirus Immunity . - https://t.co/ynviAkyl4N https://t.co/PXB0aStPki",,covid19
279,Sammysmile,"THE ARREST OF ORDINARY CITIZENS DUE TO THE DISCOVERY OF THEIR COVID 19 PALLIATIVE IS VERY VERY WRONG WHILE THE POLITICIANS THAT HOARDED IT ARE STILL WORKING FREELY WITHOUT EVEN QUESTIONING 
 @HQNigerianArmy 
@DefenceInfoNG 
@PoliceNG 
@NGRPresident 
@MaziNnamdiKanu https://t.co/tTw8Ik4DZW","Edo, Nigeria",covid19
280,Felix Kipchirchir,"With the surge in #Covid19 cases and a possible 2nd wave already here with us, isn't it just the right thing &amp; time for GoK to ban ALL gatherings with immediate effect?? Waiting for 5 more days to a 'SUMMIT' is ridiculous!","Nairobi, Kenya",covid19
281,Nicola Pemberton,@DonnachadhMc @davidkurten So masks work for the flu but not Covid 19?,,covid19
282,TeeMichelle,"Trump continues to ‘lie to us’ about COVID-19 ending — and his facts don’t add up: report

https://t.co/7XwSEXpiPe","Florida, US",covid19
283,Stock Xpo,First set of #COVID19 #vaccines likely to be #39;imperfect#39; warns #UK expert https://t.co/5cIcGwK70F https://t.co/Dwk56EztZu,,covid19
284,Julie,"@KWehsner @Gloriabesos @BreaultCrow @Fix8d2020 @REDGRRRL1 @mssunshine132 @juls71 @CupcakesForYou7 @grayzpoo @CavitenaA @ericalynne35 @1strongrobin I would live to go see this again!!!
Fricking Covid19!!!!",,covid19
285,Shaurya D Joshi,@patelsoha18 Ohhh! Don't worry....take proper rest. Drink lots of fluids. You'll be ok soon. This #COVID19 is nothing in front of you! 👊,India,covid19
286,Buttery Males,"Bonneville High moves to online instruction after hitting 15 positive COVID-19 cases
https://t.co/l08Q9gemDB",Greater Salt Lake City Area,covid19
287,New Chance to live Orphan ministries,"""Go through out the whole world and preach the gospel to the whole human race""(Mark 16:15).Brethrens ,hope your well ,as we still battle with #COVID19  ,i urge you not to only be worried but also to let our ears be fed by God's gospel no matter the media it reaches you!!#blessed https://t.co/W1DE3iTbbG",kassanda Uganda,covid19
288,Allan,"@SILASSIMIYU13 @Amref_Kenya @StateHouseKenya @MOH_Kenya Covid19 affects everyone lets all join together to fight covid19
#angamizacoronamachakos https://t.co/njJZrKgsGq",Africa,covid19
289,Kalpak Solutions,"ERP Software for Post Covid-19 Business Growth
 
When you need to save your employee hours, utilize your money in the right direction automation is your friend!
 
Read here -  https://t.co/j0rJ8NDYpa
 
#erpsoftwarecompanyinpune  #erpsoftwarecompanies  #erpsoftwarecompany https://t.co/23gmrcKs3j",,covid19
290,Megan Davies,"The #COVID19 restrictions in France are interesting. A friend in Paris was rushing home last night before the 9pm curfew. From midnight tonight, she will have to fill in a form each time she goes to the shops/work. (Thread)",Cardiff / Mentally in France ,covid19
291,The Vents,"More on borders every day! Borders or Death - quite a message. Hard to understand how disasters unfolding in France and Germany today can be ignored by these people, SO agree!!

All solidarity to those affected  in EU!
 #COVID19 #COVID19fr #Victoria #germanylockdown https://t.co/dXfDnwLPFU",Australia,covid19
292,COVID19 in Asia-Pacific,"Shionogi &amp; Co is planning clinical trials by year-end for what may be one of Japan's first domestically produced #COVID19 vaccines to reach the market, as the globe races to secure enough doses to battle the pandemic https://t.co/wxN84nXMYz",Singapore,covid19
293,William Elkins,@FontanaPD @CAPublicHealth why are your officers not wearing a mask when doing checks tonight in the city. It was on the NBC4 news. This is not a good image for the community when Covid-19 Cases are on the rise in the county?,Southern Califorina,covid19
294,moneycontrol,"#Coronavirus Update: France and Germany thrust into lockdown as second Covid-19 wave sweeps Europe. 

#FranceLockdown #Lockdown #COVIDUpdates

https://t.co/jTouIp81Fy",Mumbai,covid19
295,Depressed hktog1,should I get a covid-19 test (considering my father is positive and I live with him),"Jailbreak + Piggy, Roblox",covid19
296,IZAFoodie,"Kansas lab built COVID-19 test used by colleges, Hollywood - Miami Herald https://t.co/MlyHcFrKYl https://t.co/ykr1VHNEZN https://t.co/nyywtRgjyH","Miami, FL via Trinidad",covid19
297,Jo,"‘Catching’ &amp; ‘dying’ are not the same thing though are they?
Stop these ambiguous statements and endeavour to be more transparent. 
How many of those that test positive are asymptomatic?

How many have died directly from #COViD19?

 ‘Infected’ and ‘catching’ are just too vague. https://t.co/jjqdOu47gl","Londoner, now a Suffolk bird",covid19
298,Todd Elliott,@jb_handley Thank you for speaking truth regarding Covid-19 hysteria.,Big Blue Nation,covid19
299,Dr. Satya Prakash Yadav,"Impact of #Covid19pandemic in #Mumbai 

All cause mortality in Mumbai 25% higher than previous year

2/3 of additional deaths were due to #covid19 

1/3 additional deaths possibly due to impact on health services/delay in treatment/ complications post covid/under reporting https://t.co/f9PlH6W4JX",Gurgaon,covid19
300,Zenab Naseer,"Most of the commercial activities get wrapped up by 10 pm anyway. This is just another nonsensical rule made just for the sake of it. #COVID19 will not just  disappear by your random political gimmicks Mr #ImranKhan. 
#ImTheDim
@NidaKirmani 
@GovtofPakistan https://t.co/Ep5LSNYJ62","Offenbach am Main, Germany",covid19
301,Mordegai Pritchard wears a mask!,"@PamBondi @JHoganGidley @GOPChairwoman @KatrinaPierson @LaraLeaTrump @DiamondandSilk @WomenforTrump @realDonaldTrump @TeamTrump 1000 deaths a day! 1000 lies a day! Several SuperSpreaderEvents every day. 

VOTE LIKE YOUR LIFE DEPENDS ON IT!

TRUMP  IS GOING FOR HERD IMMUNITY on COVID-19 and HERD MENTALITY on everything else 🐑

 https://t.co/XpK1aNwP58",London,covid19
302,Peter Boyle,The US having one of the highest per capita #COVID19 death rates in the world is an indictment of #capitalism not just #Trump,Sydney,covid19
303,Manikanta,"@AnnastaciaMP Respected madam , I am an international student who want to come Queensland.  I already done one of my semester in online . Please mam allow students to come. we also take  quarantine as all people taking. At the time we coming to Australia we do covid19 test in airport",,covid19
304,Great ReadsToday,"Learn how to overcome obstacles, reignite your passion and find meaning during the COVID-19 Calamity! @tonagrohan https://t.co/zAToOqWnvF https://t.co/bXBfi09v6p",,covid19
305,Uncle Jesse,"Been working on my story telling lately, what do you see? #ArtistOnTwitter #PhotographyIsArt #fineart #narrativephotography #COVID19 #creativity #createtogether https://t.co/Ffw6gTp3MA","Lacey, WA",covid19
306,Norman Aladjem,"While Trump's ""science"" office claims that Trump has ended the COVID-19 pandemic, one American is dying every ninety seconds from the disease.  Literally. #COVID19 #coronavirus #TrumpsCovidCoverup",Los Angeles,covid19
307,Leslie Williams,"Biden bragged that he knew more than Trump about Covid-19, 

b/c he met w scientists 4X per week,

so why’d Biden &amp; you Dems

downplay Covid-19 in Jan thru Feb

&amp; tell us:

Only reason Trump talked about Covid-19 was to scare us

&amp; to deflect our attention from his impeachment? https://t.co/bB3YfwZxXM",U.S.A.,covid19
308,SoWhy,"A Maryland family battled covid-19 at the same time as Trump. It devastated them.
By Michael E. Miller

https://t.co/NM1d2mwiAb","Nähe München, Deutschland",covid19
309,SoWhy,"""Blacks and Hispanics are nearly three times as likely as Whites to contract the disease, according to the Centers for Disease Control. And African Americans are more than twice as likely to die of it.""

A cynic would say: Trump's reasons for mishandling #COVID19 in a nutshell","Nähe München, Deutschland",covid19
310,Kee Vin,#AllieClemans sharing how @MonashUni addressed eLearning during the #covid19 pandemic at the #PHDigicon2020 #BraceForImpact https://t.co/UGwsH9kwvr,,covid19
311,Alison Verhoeven,What have we learnt from our COVID-19 experience? https://t.co/sJHTyUhLIG via @canberratimes,,covid19
312,barasa mirriam,Smoking increases your risk of contracting covid19 #angamizacoronamachakos  #angamizacorona #EUCovid19ResponseKE https://t.co/G2tGwo67Tk,,covid19
313,Alexandre,"Airborne transmission of Covid-19: A room, a bar and a class: how the coronavirus is spread through the air.

Brilliant way to clearly explain to the public the gravity of their acts. Be educated about COVID19 and help save a life! https://t.co/zJoXziQTAv",Beirut,covid19
314,shadleigh brown,@realDonaldTrump How many people who attended Trump rallies have died from COVID19? How many have been hospitalized? How many will have life long health issues to deal with? How many passed COVID19 to someone else who got ill or died? The figure must be astounding. #BidenHarrisToSaveAmerica,"New York, USA",covid19
315,News by Larry,Cate Blanchett: 'Covid-19 has ravaged the whole idea of small government' https://t.co/FuPBiiXolu,,covid19
316,A$AP KERETA,"Alex telles have been confirmed positive Covid-19 ,,gws boi",dark guy,covid19
317,Ranae Byrne,@morningmika He is Jim Jones. The Kool Aid is Covid 19 &amp; hypothermia. The people who are loyal to him display cult like behavior. They are brainwashed. It makes me sad.,"Zionsville, IN",covid19
318,Reuters UK,Next crop of COVID-19 vaccine developers take more traditional route https://t.co/w3sxg8VMsq https://t.co/lcVvY42pBn,"London, United Kingdom",covid19
319,Amos Makokha™,Germany and France impose fresh curbs to slow Covid-19 spread https://t.co/7dNujMZP2H via @financialtimes,Worldwide ,covid19
320,marqs,"#Belgium reports a record of 21,048 new #COVID19 cases and 132 new deaths",Germany,covid19
321,@firecracker_02 (travelfixer),"@fwbfloridaqueen @RedaMor_ Thanks, I lost caz in June, my big male golden retriever and my cat the feb. before and my female GR the year before. Thought I'd try to travel more now no pets but covid-19 struck.",michigan,covid19
322,Fcuking news,"Fox News spreads misinformation about New Zealand's COVID response, using a 4 month old clip out of context 

#coronavirus #news

https://t.co/rqmrTIih07",,covid19
323,Naijacruise.com.ng,Covid-19: France and Germany announce second national lockdowns,,covid19
324,Common Voter,"Get well soon !!
Its really great news that Indian government giving free COVID 19 vaccine in Bihar !! https://t.co/OWQ3daWrFg",,covid19
325,Zamboanga City Police Station 6 (Tetuan),"10pm of  Oct 28,2020  to 1am of  Oct 29, 2020 Personnel of this station led by PLT JONATHAN REYES conducted checkpoint and issued citation tickets to the violators of  minimum standard health safety protocols on COVID-19.

#PulisNaMayMalasakit
#PNPKakampiMoLabanSaCOVID-19 https://t.co/9MyMriJje8",tetuan z.c,covid19
326,Jorg Hoffmann,"Prof Steven Riley, one of the authors, said he was ""really disappointed"" when the data started coming in and said it meant the ""current measures are not sufficient"".
Covid-19: Nearly 100,000 catching virus every day - BBC News https://t.co/D8fMNvUsXp",Cardiff / Cambridge,covid19
327,Laetitia Payombo,How COVID-19 Has Impacted #Business : A 6-Month Retrospective https://t.co/qXEdOe8ViG,"Paris, France",covid19
328,Inside Sport,COVID-19 claims NZ Open https://t.co/LLz5J7RawJ #golf https://t.co/UHnQFSdEMv,"Sydney, Australia.",covid19
329,BlueKanGo_EN,"The pandemic brought a lot of changes with it. And that applies to recommendations and regulations within the food industry as well. 

#HACCP #covid19

👇 Read more about the covid-19 related changes regarding the HAACP Plan 👇

https://t.co/zFXexnMwgi",,covid19
330,londonphoto,Photography Business Changes Business Model Due to Covid-19 and Expands in Downtown Gree... https://t.co/GRUwpaqOOX https://t.co/ojXHqZMfmd,"London, England",covid19
331,Jase,And it will change nothing.  Sweden aside govts are locked into a game of one-upmanship as a result of the media drummed up fear of the covidpocalypse due to civil servants inflated Covid19 death figures. https://t.co/NYtqmclgzi,The Holy City of Sevenoaks,covid19
332,PIB in Andhra Pradesh,"#CoronaVirusUpdates: 

📍Total #COVID19 Cases in India (as on October 29, 2020)

▶️90.99% Cured/Discharged/Migrated (73,15,989)
▶️7.51% Active cases (6,03,687)
▶️1.50% Deaths (1,20,527)

Total COVID-19 confirmed cases = Cured/Discharged/Migrated+Active cases+Deaths https://t.co/T4tue8KZCt","Vijayawada, India",covid19
333,IvotedBlueDownBallot🧜‍♀️🦋🦄🌊🌊,"@baseball_cali @gera24 @thehill So you admitted that he took his mask off in public, knowing that he's Covid-19 positive?

These are the same people that can't figure out how to put on a condom."," Anarchist Jurisdiction, NY",covid19
334,i fernando 🤖,"An overview of the likelihood of #COVID19 infection in 3 everyday scenarios, based on the safety measures used and the length of exposure And so excellent for a visual learner like me https://t.co/eHiTSOgRZ1",New Zealand,covid19
335,Mordegai Pritchard wears a mask!,"@JHoganGidley 1000 deaths a day! 1000 lies a day! Several SuperSpreaderEvents every day. 

VOTE LIKE YOUR LIFE DEPENDS ON IT!

TRUMP  IS GOING FOR HERD IMMUNITY on COVID-19 and HERD MENTALITY on everything else 🐑

 https://t.co/XpK1aNwP58",London,covid19
336,Chauncey Gardner,@TuckerCarlson It's happening just like Donald Trump told us that the covid-19 would suddenly vanish Tucker?,"Flat Rock, MI",covid19
337,Claire,"BDO Foundation continues to collaborate with the public sector, the medical community and non-governmental organizations to help the country cope with COVID-19.

https://t.co/fj9Sy6nSFN",,covid19
338,BR,"Airborne transmission of Covid-19: A room, a bar and a class: how the coronavirus is spread through the air | Society | EL PAÍS in English https://t.co/X53iwIa39G",,covid19
339,iDefend,"A #JustRecovery from #covid-19 means: 
🌡️Put people's health first
🌍Help people directly, not corporations
☀️Create resilience to future crises 
🌻Build community solidarity
Add your name if you agree. I have:  https://t.co/zPLlzyXMG2",Republic of the Philippines,covid19
340,SueSeaShell,"Dear donnie
@realDonaldTrump @POTUS @Mike_Pence @VP 
You cheat. 
You lie.
You gaslight.
You bullshit.
Your misinformation kills lives.
You did nothing to prevent #COVID19. 
You're both ignorant &amp; we WILL vote you out of office FOREVER.  
NO mercy ⬇️ LIAR-IN-CHIEF &amp; his BOOTLICKER",,covid19
341,Miranda Larsen,"This entire thread. 

I have no idea if I’ll be able to return to #Japan. Japan has no idea how intense this drain on talent and much-needed diversity will be.

The treatment of foreign nationals during #COVID19 exposed the xenophobic policies most “expats” dismissed for years. https://t.co/cZnsKglCwl",,covid19
342,SammyRock,"@ganeneproperty @AsantejnrRuhima @mkainerugaba These people, sometime back, reached to a point of borrowing money to support refugees, which was fair, but when it comes to ordinary Ugandans suffering, they seem not to be bothered at all. Covid19 was the litmus test, and everyone can now measure their capacity.",,covid19
343,Mr.Citron - Very Progressive Democrat,"Note the 'Sununu Effect'!

https://t.co/bgWFm9zPEX",Cow Hampshire,covid19
344,Bruce Metzger,Dissenting scientists issue Covid-19 herd immunity declaration https://t.co/YzAZXSDMXr via @YouTube,Greater Vancouver,covid19
345,Taunton Youth FC Community Trust,Our U16s are looking for a game this Saturday as their opponents have had to withdraw due to issues with Covid-19. A 3G pitch and a referee are booked for an 11:30 kick off in Taunton. Please send a DM if you are interested.,"Taunton, England",covid19
346,NYC Hedge Fund Guy,Macron announces France's second national lockdown over COVID-19  https://t.co/wZeGiuyC2G,,covid19
347,Christina Vazquez,Dollar holds ground as rising COVID-19 cases boost safe-haven demand | Article [AMP] | Reuters https://t.co/5WO53wEoA9,"Miami, FL",covid19
348,RAZORSE Software,"👉Sanitation Kiosk &amp; Wellness Station
✅Secure your place.
✅Contactless Availability of Covid 19 disinfectant products at one place to fight with COVID-19.
✅Self Sanitization Station.
📲Contact us now for Free Demo at 7011221090 / info@razorse.com
#covid #coronavirus #corona https://t.co/bVDROWXPi7",Delhi NCR,covid19
349,Barry Vorster,"As consumers &amp; businesses adapt in parallel to COVID-19, the #entertainment &amp; #media industry is transforming. Get details on the emerging trends here. https://t.co/cEvFsmNsAK","Midrand, South Africa",covid19
350,Business Report,#Covid_19TERS:  #UIF pays out more than R51bn https://t.co/7jLwpLVsz9,"Johannesburg, South Africa",covid19
351,JusticeForAll,"""The path to ‘herd immunity’ would be lined with half a million dead Americans"" #Evangelicals #Republicans #MAGA #GOP #Conservatives #WearAMask #Coronavirus #COVID19 #Pandemic https://t.co/gTmojecWb5","Chula Vista, CA",covid19
352,ArbinD SingH🇮🇳,@BhujRto Hello sir kindly deliver my RC book to my door step Actuly. I’m a employee of Indian army nd currently posted in Gandhidham Gujarat and due to Covid 19 lockdown we are not allowed to go out of our army camp.  That’s why I’m unable to visit RTO office bhuj. Thank you,India,covid19
353,Gaurav Chapale,"Nearly 20% of rural school children had no textbooks due to COVID-19 impact, finds ASER survey. In the week of the survey in September, about one in three rural children had done no learning activity at all. https://t.co/RRC5er8258",,covid19
354,Vijay Reddy,"@ScottMorrisonMP @AlanTudgeMP @UN @UNHumanRights @ImranKhanPTI 
We international students are ready to be in quarantine and to follow #covid19 rules.
We never pose threat to  AU.
#Letusbacktoaustralia",,covid19
355,Regional Outreach Bureau- Maharashtra and Goa,"“We are in a period where death denial is the order of the day, we don’t want to die.” Said by Prof. Dr K. SatyaLakshmi, Director, NIN
Watch Live on - https://t.co/3CFh5SXKIe 
#IndiaFightsCorona #COVID19 #MahatmaGandhi #Unite2FightCorona
#JanAndolan https://t.co/P51uK8Pobl","Pune, India",covid19
356,@network_easy,"Global CoolSculpting/Zeltiq Market (2020-2026) | Latest COVID19 Impact Analysis | Know About Brand Players: Merrion Clinic, Magical Marketing, Rachel's Beauty World, Evolutions Clinic, VIVO Clinic, etc. | InForGrowth - The Think Curiouser https://t.co/KWKDNvDTIZ",Global Worldwide,covid19
357,Prof Didier Pittet,Many thanks to @EckerleIsabella and the team at @Hopitaux_unige for the work   Well done abd the next step to@fight #COVID19 https://t.co/RmpeJAffmG,"Geneva, Switzerland",covid19
358,MovieBuzz 🎬,"Italian Govt Thanked #Prabhas and team #RadheShyam for Shooting in Italy at the times of COVID19 with Precautions and Safety. 
#RadheShyam's Italy schedule wrapped up! Team is returning to #Hyderabad on 31st October for the last 15 days schedule in #RamojiFilmCity https://t.co/Y6O5aROuii",,covid19
359,Martyn Kirk,Great to see some detail on COVID-19 mortality in Australia from @ABSStats https://t.co/sOALSRWhrz,"Canberra, Australian Capital Territory",covid19
360,rayray (Rachel)⁷ 💖💜,I can’t with people who think COVID-19 is a fucking hoax. I didn’t like you in high school sure as hell don’t like you know.,multi for life,covid19
361,UNDP KyrgyzRepublic,"Due to #COVID19 our @GlobalFund project is adding new activities to ensure uninterrupted services for #HIV and #TB. Read more about our mobile brigades, online consultants and other innovations in our monthly newlsetter: https://t.co/9uinyBJOMm","Bishkek, Kyrgyz Republic",covid19
362,EmbassyCubaAustralia,How Trump and Bolsonaro broke Latin America´s Covid-19 defenses.  https://t.co/sTeIB1K5dB,Australia,covid19
363,Prisoner of Nationalist Scotland,"@HannahLind9 Yes and the facts are that the Scottish government had specific guidance that said care home residents with COVID-19 shouldn’t be admitted to hospital.

So who should go to jail?","Scotland, UK, Europe, Earth.",covid19
364,Donna K,"How many people are you willing to let die so you can choose not to wear a mask? Left graph no masks, right graph with masks. #maskholes #COVID19 #coronavirus https://t.co/rxwVNoOCLA",,covid19
365,bot jodie,There are 1662 times more people who have had covid-19 in the news I think my keurig might finally be dead and I’m so sad about it.,,covid19
366,Janelle B,Great to see Australian Universities like UNSW involved in trials for COVID-19 therapies.  Thank you to all the researchers out there making a difference! #sciencematters #drugdiscovery #research https://t.co/qAcigDkPiv,"Brisbane, Queensland",covid19
367,Marianne Falck,New Study: 8 In 10 Hospitalized #COVID19 Coronavirus Patients Were Vitamin D Deficient via ⁦@Forbes⁩ #VitaminD #Corona  https://t.co/j7LStmYJ41,"Berlin, Deutschland",covid19
368,Commander Vikram W Karve,"#JustSaying 
Due to #COVID19 #Pandemic since March 2020 - #ComfortZone means #StayHome especially in #Pune https://t.co/aTlm7FpUir",,covid19
