,user,tweet,location,keyword
327,Tajwer Khan,"Stunned, Surprised, Speechless!😱

This piece is  'Fire'🔥

Ateshgah - Live by Sami Yusuf
https://t.co/2wyLpe483P @SamiYusuf",Pakistan,fire
328,mike mumanyi,@bonglez @DavidColtart Gold rusts away or burn out in fire only Forgiveness of sins is true riches,"Harare, Zimbabwe",fire
329,adam,@BannedDimer nah but bop it is fire,RVA,fire
330,Brian Be Movin!,Fire them charge them lock them up https://t.co/hTHT50g84S,,fire
331,Rousyenia (Shanowa),Because yes to fire emblem #AnimalCrossing #ACNH #NintendoSwitch https://t.co/TqXPGoDqs6,In your house,fire
332,CA 🎱,New car money and ass sounds fire https://t.co/1dzMuJFVP1,"Los Angeles, CA",fire
333,All is Well,"A bright spot, actually THE bright spot of this dumpster fire of a #BB22 season. Congratulations @DayDaVonne_ !! 👏🏾👏🏾👏🏾👏🏾 https://t.co/kuGOzqScOF",,fire
334,shazzy,"Once Lisa on stage, She is on fire 🔥

I followed @965TDY and I vote #LISA for #BiggestCrush at #TDYAwards @BLACKPINK https://t.co/x8l3qUxfCE",,fire
335,𝓒. goo come home 😿,if the piss don’t come out like a fire hydrant i don’t want it !!,𝐲.𝐠.𝐦.𝐝.𝐤.𝐡.𝐜.⠀⠀⠀⠀ ⠀⠀⠀⠀,fire
336,Michael Dut,"@SuzanneJambo Tribalism is a disease which all of us must turn our backs against. We must band together as #SSD and and say no to tribalism. This is a societal malady that can spread like fire, and it can result in consequences very hard to contemplate. 

#WeNeedChange","South Sudan, Rumbek",fire
337,jiggle joint 🎷🐌 the owo arc~,@tj_the_fire_god If it's a giant spider I doubt a sidearm will be enough to pierce it's exoskeleton,,fire
338,♛Vale Cuéllar♛,You look at me and babe I wanna catch on fire,,fire
339,Inside The Mind Of,South African Amapiano is fire,"Rochester, NY",fire
340,City Boy P,I couldn’t sleep cause i was hungry and tacos sound fire,"Bakersfield, CA",fire
341,New shoes,"Launching tomorrow. Who's already prepared to pay resell? 
Color: Sail/Fire Red/Muslin/Black
Mens: $225
Style Code: DH8565-100
https://t.co/Hr3Q04uMze https://t.co/6nWM8uG73e",,fire
342,RULES_🇳🇬,The worst time for a fire outbreak is the night. It creates more confusion and take you unawares... I hope and pray no one died https://t.co/PIaxMa9loZ,"Federal Capital Territory, Nig",fire
343,Erin || HINAKINNIE🥳,WHICHEVER ONE HAD THE STUPID SHIELF AND PEW THING I THINK FIRE YEAH PROBABLY IDK BUT THAT BITCH IS UGLY AND GRRR https://t.co/NcMeiRajya,she/they/cer/ae 15,fire
344,Mult Co Fire/EMS log,"MED - MEDICAL at 7700 SE 72ND AVE, PORT [Portland Fire #RP20000089590] 21:43 #pdx911","Multnomah County, Oregon",fire
345,American Gothic Times,"15th-Century cathedral in France ravaged by fire
https://t.co/JDAT6LRXOS",,fire
346,The Astronomer || Serena 🌙,"Stella really does spit straight Fire sometimes, I’m not gonna lie",Mystacor,fire
347,Wendy6%✝️🏴󠁧󠁢󠁳󠁣󠁴󠁿🇬🇧 🇺🇸(Worldwidepatriot),Dozens Of Ballots Destroyed In Boston After Arsonist Sets Ballot Box On Fire via @gatewaypundit https://t.co/djZxkcTshf,United Kingdom,fire
348,Wadhwani Foundation,"Samir Sathe, EVP, #WadhwaniAdvantage has authored an article in @SMEStreet_in titled, ‘Micro-Entrepreneurs: Do you Want to Be Fire Fighters or Transformative Leaders?’

#WadhwaniFoundation #SMEs #entrepreneurs #workingcapital

https://t.co/QnfJZWqazf",,fire
349,⟭⟬ dai⁷,@10vehyuck @barbienamjoon @sothic_asteroid @LouderThanTess @aIpacapacaparka Hold up this fire https://t.co/wGvEZQGpk8,♡17 she/her♡,fire
350,Texas Border Business,"“I am excited to continue serving the community I call home, now officially as Chief of the best fire department anywhere,” said Schultz. https://t.co/6Wf3ivbRC6","McAllen, Texas",fire
351,"Will o' The Wisp, Diluc Edition","@villainouslxdy Do you have something that you're willing to sacrifice? Even a small piece is enough.

Sometimes a sacrifice is needed to keep the fire hot~","Dawn Winery, Mondstadt",fire
352,Jocelyn,Sometimes you gotta let a foo know. Light a fire up his cocky ass...Keep em On his toes and let em know what the fuck is up and what kinda strong independent bitch he dealing with. ESPECIALLY if you got a big bag saved up haaaaaaaaaaaa,"California, USA",fire
353,razzaq,"When she awoke, the world was on fire",,fire
354,Lovesneakers,"Launching tomorrow. Who's already prepared to pay resell? 
Color: Sail/Fire Red/Muslin/Black
Mens: $225
Style Code: DH8565-100
https://t.co/886kzP7SQL https://t.co/25w8Q6ixXe",,fire
355,💙2020 WORLD CHAMPIONS💙,@PaakisA10 this fire but survival tactics is his best,,fire
356,emmy delilah,"I don’t care if they fire Virgo blunder quietly or not. Half the time, no one gives a shit who the author of the book is anyway, especially, if the movie is better than the book AND inspired by TRUE events. So him being fired won’t effect the movie.",,fire
357,Opal Tools,We got a new banner and it’s fucking fire,"New York, New York",fire
358,꒰๑ ̇̅ ॄ ̇̅๑꒱,"wanted 2 carve cute pumpkin,, instead felt terrible urge 2 drop pumpkin off fire escape",,fire
359,AnDrEw🇺🇸🏳️‍🌈,I don't even like Chicago Fire but Matthew Casey is so 🔥,"Indiana, USA",fire
360,soph • WINWIN DAY,"pls bakugo has kinda longish hair so like bakugo hair down but make it curly and like a mullet and then just him playing the drums, but like the drums are lit up by fire .",190519 ♡ 191111 ♡ koo ♡ mark ,fire
361,steff c 🎼🎵🎶🎙,@dustinrhodes Yay im a fellow arian to. Full of fire and compassion 🤗🤗,great yarmouth ,fire
362,flameprincefinn_bot,"""The inner fire is the most important thing mankind possessed"" ~ Some random guy on the internet",,fire
363,Shashank Shekhar,#justiceformunger #justiceforanuragpoddar  munger stands together ! What was the reason for opening fire?,,fire
364,⟭⟬ Darmarcus ⟬⟭,@Norbs_A Woooooahhhhhh!!!! She's fire!,Nigeria,fire
365,WesT,How to have sex with fire?,"Москва, Россия",fire
366,🧜🏽‍♂️,Fire signs https://t.co/LCeXmJjtuQ,,fire
367,UltimateOtaku,@abijanu_101 Bro i might be a Degenerate but the manga is the biggest dumpster fire i ever seen and its so addicting because of it,,fire
368,JP GRAINGER,"@panich52 @BrandonStraka You wanna know what’s “Socialist?”
The Fire Department.
Pure socialism.
You wanna do away with the Fire Department?
Go fly a kite.","San Mateo, CA",fire
369,KMarsh,"@Tyler_MoonSage Probably fire. It's based on the real world martial art that I have the most experience with. On the other hand the straightforward, hardheaded mindset required for earth bending is very in line with my personality.","Long Beach, Ca, USA",fire
370,Aman B2k,"https://t.co/3BWwavea3X

Free fire play",,fire
371,Karabakh Records,"Explosions heard in Stepanakert.

The capital remains under Azerbaijani fire, reported by journalists on-ground.

@Karabakh_MoD stated that both the capital and Shushi city, as well as the nearby settlements are being shelled since the early morning.

#CeaseAzeriFire",,fire
372,Keiro Starr|#FlyTheFlag,"That microphone in Eddie Kingston's hand should be on literal fire. That's how hot this guy is right now. I swear, if he doesn't walk out of Full Gear as champion, it'll be the biggest critical misfire in the history of wrestling. #AEWDynamite https://t.co/KIYSt1VooA",The Rider Grid,fire
373,Aries but SPOOPY,@evieebun125 also anna and allen and bill get one like a house on fire and maria rob and sam are quite gays so they have to sometimes dip from their partners to watch some antique road show and just not.... deal with them,"Los Angeles, CA",fire
374,Korega🖤\SHIGGYSZN/,"This was a pretty fire fight #GenshinImpact #PS4share

https://t.co/BaZdASJfCh https://t.co/y7UBvAi9IS","Connecticut, USA",fire
375,willyum ☁️,"i need to buy things to decorate my lil cubicle for work 🥺 i have 2 pictures, a stuffed baby yoda that smells like citrus/mint (fire tbh), and 2 fake plants 🥺🥺🥺🥺🥺🥺🥺🥺🥺","Des Moines, IA",fire
376,Rum Neat,@taniniloloni This is exactly the fire i needed during these cold times 🥺❤,,fire
377,かじゃる🐾🦋,【FIRE EMBLEM: THREE HOUSES】Broken hearted but it's time to move on  #kfp... https://t.co/N9W6zUfca1 @YouTubeより,ホロライブ萌え萌え同盟,fire
378,GreedIsNOTGood,SIGN: Justice for Puppy Locked in Cage and Set on Fire https://t.co/IVjZ1Lw9eo,"Toronto, Canada",fire
379,Sailor Michael⚓✈,"Removed a the tweet about the cop because that didn't happen in this country..But....It has. This particular incident didn't..If you don't like my tweets though, you are free to leave and name calling is automatically grounds for me to spit fire on you..",Mississippi Gulf Coast,fire
380,rajviero,Mad fire in the comment section of a J. Cole vs Kendrick vid https://t.co/TuKkFkcZUp,+61/+62,fire
381,Baby Gemini ♊️♣️,"Hands up in the fire
Burn burn burn burn","Dallas, TX",fire
382,michi golden☀️ ⁷ᴴ,"""Don't be so still. You never are. You like to play. Your soul's on fire. I don't believe this is the end. And I still feel your heart's desire"" #LanaDelRey https://t.co/3VIo8wCu2M",,fire
383,Kelvin,This beat is absolutely FIRE https://t.co/LTRrAxOXac,Ohio - ATL,fire
384,𝓙𝓮𝓪𝓷 𝓐𝓻𝓷𝓪𝓾𝓭,Make a Crochet Hook From Wood https://t.co/JxnQRUsSde via @YouTube,,fire
385,STREAM FROM HOME 🏡,@jieunys not only that lol sm artists in general have constantly been under fire for weeks?? even the new gg lol,she/her,fire
386,Travis Bickle,All the Disney Star Wars trailers are fire as hell can’t lie lol," Texas, USA",fire
387,Leilani Maivia Hendrix,late night cuddles by the fire pit with this handsome devil @StoneHendrix_ https://t.co/0p3zIl2uNU,Hawaii/LA,fire
388,Katsurote,"You slander Gintama (FOR NO REASON LMAOOOOO) but...

Fire drawings 
We clowned a overlay thief until I mentioned Gintama (👍/👎)
Keep uploading https://t.co/3TCo3uDpwc",Katsurote,fire
389,VTuberまとめ動画,"【配信中】【FIRE EMBLEM: THREE HOUSES】Broken hearted but it's time to move on  #kfp #キアライブ
https://t.co/dGErredj7H
#小鳥遊キアラ",,fire
390,Smutty,Also a shout out to @RznTreiz for the fire art work,The land down under,fire
391,sam ♡ winwin day,@dearyshua they need to fire whoever is making these statements bc YIKES,SHE/HER ☆彡 22,fire
392,Chris Cox,"@elahieh I think God has abandoned the US. Only a matter of time before he destroys it with fire and brimstone and turns anyone who looks at it to salt. (Watch out Canada, eh)","Brisbane, Queensland",fire
393,Aly-Khan Satchu,"One week before the presidential elections, the US seven-day average is at an all-time high with 72,000 daily cases...@TetotRemi
https://t.co/hzdhPy7n1s

a virulent plague that “travelled through the air as if on wings, it burned through cities like fire”. https://t.co/v6ec8ua8Hl https://t.co/DGh2BH55sD",Nairobi,fire
394,Vijay Suryawanshi,"@Lawyer_Kalpana @HMOIndia suspend nahi fire her 
#JusticeForMunger 
#justiceforNikitaTomar",,fire
395,Happy Shuffle,"@Forsureafedera1 @ryan_lanzenPGA @MrAndyNgo @CNN @MSNBC @ChrisCuomo @jaketapper @maddow So you won't mind if a group might not like you, surrounds your car, yells at you, blocks your windows and does so for as long as they want? You won't care if cops are needed and they can't come because they are held hostage? How about the firemen trying get to fire, that OK?",Rochester NY,fire
396,ori loves abi ꕥ🍒,LIKE FIRE AND RAAINNNN YOU CAN DRVE ME INSANEEE,san francisco,fire
397,Ryan,@JobberJosh @Driskal “Hey Tony 🗣 I built this fire” 😂 you should know the rest... don’t know why that popped in my head 🤷‍♂️,,fire
398,Brad Gallagher,A HOUSE OF FIRE BEHIND EARTH  USING CANDLELIGHT  INHABITED BY MY FAMILY,,fire
399,Newsunplug,Tragedy averted as fire guts petrol station in Lagos https://t.co/YQ0FPcwTme Fire on Wednesday gutted a filling stati... https://t.co/1w2L2WQfyE,,fire
400,siyi💀,the sm building is literally ON FIRE,she/her,fire
401,Xi Jinping,"#JusticeForMunger #JusticeForMunger
#JusticeForMunger
#JusticeForMunger
#JusticeForMunger
#JusticeForMunger
 Kick out that bloody ips from her job..how did he dare to order fire on Ma Durga devotees",China,fire
402,"Mikanmaru24/蜜柑MARU24 @ Lumica Night, Oct 30th",@watsonameliaEN @TheBigN Ame chan! that SUBLIME cover was fire 🔥  brought me back to high school days lol,,fire
403,drekt🤟🏻,"They don’t really ask about the violent guy that plowed into a group of protestors. No one wants to know who he’s with. They don’t wanna believe that a boogaloo boy lit the Minneapolis precinct on fire. 

They intentionally disinform themselves so they can align with Trump.",Different Places,fire
404,dani,"be decapitated and roasted over a fire until its crisp then crushed and sprinkled over Middletown, Ohio like snow",NYC,fire
405,Juno Elyse 🕸,"you shouldn’t be allowed in office if you advocate for the torture of children, any other job would fire you on the spot https://t.co/Z1UqDh60dl",,fire
406,isaiah* #͙̓MAC̼ḘM̬O̙̖̳͌ͥ͋B #TheHayteBusiness,@AlaiyedhMarwan mornin bro btw nxt was fire today/yesterday,cali,fire
407,ᴮᴱneha⁷🌙,"@jeonjannat I like txt and Ateez, I don't stan them but I support and love them 
The recent comeback of both groups was FIRE
and center Yeosang made me very very happy",she/her • 21,fire
408,Erin || HINAKINNIE🥳,"GIRL. UM@FIRE IG WE CAN USE WATER ON ELECTRIC ONE RIGHT RIGHR?? WAIT BHT THAT
YKNWO IM LEAVING AGDHWX https://t.co/UvMi7mepyf",she/they/cer/ae 15,fire
409,Sage,@johnamthe I only have like 11 fire Emblem amiibo cards but nothing else at all :/ I really want to have some Byleth &amp; Lucina shit tbh,Ethernet Games Only,fire
410,🎃 Lizzy Borden👻,@ItsCoreyScherer This is fire! 🔥 https://t.co/8ztC8O1xOf,"Brooklyn, NY",fire
411,News365.co.za,The Queen actress Zenande Mfenyana under fire for attacking her house maid https://t.co/JAr9RSjhcx,Johannesburg,fire
412,BravoSFPols,@christinevans @the_good_matty @BobbyJo54648572 @TrishaThadani But we need to talk about the majority of new homeless during Covid. Why aren't you believing the SF Fire Departments?  https://t.co/p9MXTuAyRH,,fire
413,🤳🏻,"1 out of every 4 active judges on the United States Court of appeals has been appointed by Trump. This is not democracy, this is the brith of a authoritarian dictatorship. His new executive order gives him the power to fire anyone in his administration that questions him!",lol,fire
414,🌊 Right Matters 🌊🆘,Cal Fire lifts Red Flag Warnings across the state of California  https://t.co/X9Hkq5rHbz,"California, USA",fire
415,Oki™,"You're burning baby girl 
Fire in your eye but I can look at it still",aeong,fire
416,Jordan The Explorer Ⓥ,@justindude3833 A warm place like in a turtleneck sweater drinkin hot chocolate by a fire place🔥 w the homies 😌,Nowhere in particular,fire
417,Al,I like #HWA so mucchhh istg both hwa and #5STAR are🔥🔥🔥CL really set the roof on fire and her music keeps getting better🖤 #CL #씨엘 https://t.co/Bn5LjeBDxH,She/they. Read carrd byf,fire
418,drayton,chapek decided to pocket a raise and fire the most beloved cast members i am so ANGRY #FireChapek,,fire
419,Valentine umoche,When the law can't identify patient or someone with pych issues...it becomes a problem. People who have psychiatric issues...there should a different way to handle them. Is not in every situation you open fire 🔥. https://t.co/LptyO1Emwh,"Dallas, Texas.",fire
420,Y.E.V ( Zhenya ),"Why am I always thinking about you, meanwhile you don’t even care about me at all? 
I’m ready to jump into fire for you, but you still don’t care....
Being caring and nice is sucks","Seattle, WA",fire
421,Madeline Baker,I will not stop tweeting something weird I’ve done or just something weird everyday till I get @KarlJacobs_ to notice me. Just a fire warning this will 100% go on for a hot minute.,,fire
422,WAP,this shit is fire 🤤 https://t.co/GnWnE4yOhe,,fire
423,🎃👻🕸️nasty ascian🕸️👻🎃,@balloonpresents i was thinking aries but i guess thats if you covered it in salt and set it on fire,she/they (nonbinary),fire
424,「 ʰ ᵒ ˢ ᵉ ᵒ ᵏ 🏳️‍🌈」 ᴮᴱ,"@vgguks97 @965TDY @BTS_twt Fire 

I followed @965TDY and i vote #RM for #BiggestCrush at #TDYAwards @965TDY @BTS_twt",,fire
425,David P Forsyth,@ChaunceyGardner Pretty sure I saw that one from right below the separation. I have a video of it on my old phone. Vandenburg launches go over the ocean right in front of my house. Separation is spectacular! Then I watch the first stage return on a pillar of fire as the rest goes into orbit.,"Hollywood Beach, California",fire
426,Free Agent,Clubhouse really Twitter 2.0 on fire,United States,fire
427,lupe,She’s fire for free https://t.co/EYjXtIgvoL,"Los Angeles, CA",fire
428,Ravens 5-1 Bama 5-0,@NikeboxesStew Homeland fire...just say u dk nothin &amp; we can leave it at that lol...matta fact...wake up from ya nap &amp; name ya top 5 starks,,fire
429,REA,"ALL MY FLOWERS GREW BACK AS THIRNS
WINDOWS BOARDED UP AFTER THE STORM
HE BUILT A FIRE JUST TO KEEP ME WARM
 https://t.co/go3YnrE4ME",Where the houses don’t change,fire
430,Jake Muller,"@BloodiedHund @_NeverlandGirl Jake bared his teeth, pushing back against Jax and finally hissing. ""Fine. Fine."" He yanked away, pulling off the wet clothes and draping them in front of the fire. He tended to his injuries with some towels, and redressed, warming up by the fire before moving to check on Sherry.",,fire
431,Hannah Hawthorne,There is nothing worse than being a wizard in America because the fire nation attacked,,fire
432,Tim Yesavage,"@quidkat @megynkelly @girlscouts If you are a good Catholic woman, you should place motherhood above all other things. Fire that nanny and be a mother to your children, Amy Barrett!",,fire
433,Kade 💗Hubi💗,@HUBITIME Youngbin's cameraman for fire lost him for a whole 5 seconds,,fire
434,Eirdwin 🇳🇬✊🏿,Fire oh! 🤗❤️ #NobodyRemix #DJNeptuneXLaycon https://t.co/wQw38bgQYZ,Follow Me First! ,fire
435,NGA JeffCena,"FAVORITE CHARACTERS WITH THE SAME HAIR COLOR
I got green! 
C.C from Code Geass
Palla and Alm from Fire Emblem Shadows of Valentia
Zoro from One Piece
Reply and I'll give you a color! https://t.co/wjkwu8YBjI https://t.co/j7SxyOC8QV","Las Vegas, Nevada",fire
436,Sherrell T. Martin,"""Be who you were created to be, and you will set the world on fire."" —St. Catherine of Siena",Virtually everywhere via D/M/V,fire
437,Mr. James Richard Hill,@WhiteHouse My Dad's sisters husband is running for office in 2020 but for Donald's city counsel or fire chief or something or other. Good Luck may the best man win.,South Carolina,fire
438,𝚕𝚙𝟶 𝚘𝚗 𝚏𝚒𝚛𝚎,@davidallengreen It sounds very Scarfolk.,UK,fire
439,Richard Morley,@KingKain24601 @LBC @TomSwarbrick1 Why do people think if we lockdown then we might be open fire Xmas. These restrictions are here to last. Into next summer at the least.. Death's are inevitable,,fire
440,Chicago FIRE Scanner,1242 S Kolin: Working Fire #Chicago #ChicagoScanner,,fire
441,ari,shinra from fire force is racist 😭 he just called the black guy a gorilla https://t.co/xZI3C3EcUg,,fire
442,Kantee Foundation,"Joy is the holy fire that keeps our purpose warm and our intelligence aglow, so try to find the joy in every day” https://t.co/m5PXYItLCs","New Delhi, India",fire
443,Rajesh patra,new top-up event free fire... https://t.co/5NzIY1hbZX via @YouTube,,fire
444,Optus,"@oldgreynurse Hi Tracey, mobile coverage is hospitals are affected to avoid their interference with  all the medical equipment's. Also the materials use to built the hospitals concrete / Lead lined walls / high fire insulating materials affect the coverage. Kartik",Australia,fire
445,Erin || HINAKINNIE🥳,FIRE BITCHES WHO THROW FIRE BLOBS I HATE THEM https://t.co/JkO2kYtkN5,she/they/cer/ae 15,fire
446,Kreese the Hack,My #CandyCrush Team has been on Fire Lately. So many Bonuses,edmonton,fire
447,Dirty South Radio Online - Dirty South Radio TV,Ice Berg From Dunk Ryders - Fire It Up  https://t.co/M7obaEntfg https://t.co/CeVmCZ61ST,DJ Hollywood,fire
448,Mult Co Fire/EMS log,"MED - MEDICAL at 1100 SW 2ND AVE, PORT [Portland Fire #RP20000089598] 22:10 #pdx911","Multnomah County, Oregon",fire
449,Pramod,"@sometimes_me10 Btwn Higher idv and lower one hardly price difference will be there, Go for higher idv, in case complete loss of car say fire 🔥, Higher idv claim will be useful than lower idv","Bengaluru South, India",fire
450,★ Syd Jarson ★ 🔞,"@dometherius Syd leaves him his mead and starts gathering the things for make  fire. His hands touches Dome's chest. He was so cold.

Wrathion could regulate his body temperature with his own heat, but Dome was a different kind of dragon.

— You are really cold. —",,fire
451,LoudCartoonist99,"@Alec44333547 @ryaninthavong @FE_Heroes_EN I don't think Edelgard got a video dedicated to her when she got her legendary alt. At most, she was featured for FEH's Fire Emblem's 35th Anniversary video.",,fire
452,basee,@Seahawks @Carlos_Dunlap For everyone mad. I’m talking about Jamal adams against the cardinals.he’s good and all but has to stop playing too deep. Anyways fire ken Norton,,fire
453,Sahil,"#JusticeForMunger 
#JusticeForMunger 
#JusticeForMunger 
#JusticeForMunger 
#JusticeForMunger 
Why is always a hindu life compromised?jamat got no fire orders but hindus get them just bcs they are not ur vote bank",,fire
454,Cherese Cobb 🇺🇸,"If you can't provide proof, it didn't happen. @FoxNews needs to fire @TuckerCarlson. https://t.co/1x0PxFMRO5","Knoxville, TN",fire
455,Nudism Africa,@Mzansi_Girls247 @EssyApple is always fire. Tag her next time,,fire
456,Happycamper,"@POTUS @realDonaldTrump @SidneyPowell1 @GenFlynn 
 What can be done about this reckless NIH crap. Fire Fauci for starters. https://t.co/5PpSPX7GeR",,fire
457,DP,"@leifster776 @FE_Heroes_EN Well, roughly he is 6 heads tall, not even 7 (and a half) which is like the general and average should have or in drawings.

And being compared to his lance, he/both seem short
I know this isn’t in Fire Emblem itself, but the stick part of the lance is still taller than Byleth. https://t.co/OxZXXBLYhm",,fire
458,jacelynn👩‍🦼💨💨,ill just set u on fire then. what are you gonna do? put me in jail? 🥶💯💵😈🔥🔫 https://t.co/k3Te2dm24f,"Saskatoon, Saskatchewan",fire
459,Lori,"@IngrahamAngle Fire them all! They let the people down and showed their not capable of integrity.
 NEW CONGRESS 2020.","Naples, FL",fire
460,Skay,@joojaco I wish you the best my friend. Even if the fog stays for some more time.. let it be.. enjoy your time with your little one. I recently read an article on how all of our lives are 30 sec ahead of the present and never in the moment. Thanks to social media to add fuel to fire..,"Toronto, Canada",fire
461,Robert Roy Morgan Jr,@CongressmanRaja BS. Study the Great Fire of 1910. How many SUV’s were driving around in Montana and Idaho!?,,fire
462,KRYS_BE.✧˖°,"Love or hate kinda look like Taegikook 😳 I haven't read it yet but the red haired looks kinda fire 😳😳😳😳 
Also is there someone I can talk about anime, BLs and Also mdzs? 🥺🥺🥺👉👈 I'm really lonely 😭",Welcome gays,fire
463,fuck sm all my homies hate sm,yes i am aware that CY is a grown man and he can/has defended himself in the past but point is he shouldn’t Have to do that. ent. companies have PR teams for a reason and this is it. wtf kind of statement is “no statement” especially when ur artist is this heavily under fire?,zanjin ★ 22 ★ read carrd byf ,fire
464,SONIK VIBE,"Earth, Wind &amp; Fire - September (Clean)",Fort Lauderdale/Wilton Manors,fire
465,♡,SM EXO REALLY MADE UR COMPANY RICH AND BIGGER AND THEN THIS IS WHAT YOU'RE GONNA DO TO CHANYEOL??? WHY RELEASE A STATEMENT LIKE THAT IT JUST ADDED FUEL TO THE FIRE &amp; MORE CONFUSION. PLEASE HAVE SOME CARE TO YOUR ARTISTS!!!! @SMTOWNGLOBAL,,fire
466,Sxgura 🍒,Happy Birthday @BanditGrinds and dont forget the OOOO yeahh. take 2 and take it to the hoe. Intro so fire😂🔥,Dominican Republic,fire
467,Texmex Pancake,"I lied it is me

Independent reporter Leia and her friend Ludger investigate Mount Elympios’ Asylum owned by Spirius Corporation after receiving an anonymous email detailing patient abuse",,fire
468,Lilith,Todays Heterophobic Character is: Lilith from Fire Emblem Fates,,fire
469,shady,and that’s on fire force teniendo un opening MAGNIFICO no te vi ni medio cap ah pero el opening FIRE🔥🔥🔥 https://t.co/40gULLkdw1,,fire
470,BEVIN UZUMAKI ☀️,Don’t care how many times i watch it but Tokyo ghoul will always be fire,,fire
471,EXT_Exility,Go check out my new montage Cake 🍰 it’s fire  https://t.co/wDqLBCZeRs,,fire
472,~caro~,@enbygoblin69 it’ll be great i’ll bring my cat and we can share a blanket and build a fire in case the power goes out again!,she/they,fire
473,Navarre,"I crossed over the ridge in the #gloaming. As the light faded, I heard the #machine fire up in the valley behind me. We had one shot to save this forest. Would the sand work? A whine and hiss answered. Success.

#vss365 #vssnature","Charlottesville, VA",fire
474,Kai,"@ren_c0 This is so warm and soft! Like a nice fire filled sunset! 🧡🔥❤️🌆
Love her hair and outfit! How was the game? I never got to play it 😭","Tucson, AZ",fire
475,※Pain¹⁵※🦄,Fire everywhere on tl 😐...... Ill be havin group work in 30 minutes tho so i cant catch up with everythinf thats been going on..... Uh i hope nothings bad happening?? Aside from usual antis?? Good bye again cya in 3 hour?? &lt;/3,urang cilebut,fire
476,かずや@SiM,"【Amy】
She sets fire to rotten world
to get higher more than before",,fire
477,i am ween,@softandworm i truly appreciate that even fire emblem doesn't want to draw fire emblem armour anymore,rook • he/her • 21,fire
478,Erik Wedin (Beep/Bop/Boop),"@Eddie_Lomax1 @noreenborja7 @JackPosobiec Professor Jordan Peterson predicted and explained what would happen before it did.  Professor Jonathan Haidt and Greg Lukianoff of FIRE investigated the psychological reasons and consequences. Tim Pool told about online media starting to chase algoritms for profit turning ""woke""",Sweden,fire
479,SMT fanboy,"“You think that fire in your eyes makes you a tiger in disguise, dream on, you, god damn, pussy” that lyric is so raw, I love it","Wisconsin, USA",fire
480,z,"It’s the fire in your eyes, and it’s the dream I hope to find.",gym,fire
481,WTOP Traffic,"#BETHESDA Outer Loop at River Rd(#39), FIRE DEPT ACTIVITY w/a BRUSH FIRE blocks TWO RIGHT LANES and the OFF RAMP to River Rd #mdtraffic #vatraffic #dctraffic 
Traffic https://t.co/nb3VFR1abs
Listen  https://t.co/KpJlqpKxN7",,fire
482,Francisco Oliva,@ordurebizarree Big balls of fire...,,fire
483,Hedron 🎄❄️,@notanangelangie DUALITY OF.  FIRE MAN,,fire
484,🍃elijah🍃,@PKMN_Master05 @rvstefnn Eating Reese’s puffs rn but honestly any cereal. If it bland put peanut butter or a banana in it and it’s fire,"Dinuba, CA",fire
485,Benji Nunez,@its_Rod_ Fire. It gets better every season you go,,fire
486,#Reject_CAA_NRC_NPR_Aadhaar_EVM_FascistBJP,"@Suresh_Tweeting @psiubu @srivatsayb Barter economy.  

Volunteers whose feet cannot be held to the fire (just like #Aadhaar)  develop in exchange for data access/cheap platform for customer aggregation/aquisition at the cost of tax-payer. 
 
In return BJP rewarded #Electoralbonds #PMcaresFunds donations?",,fire
487,jen⁷ ☻,@OH_mes2 the sm building is on fire lately...,ari 8/31/2015 bts 5/4/2019,fire
488,RunawayDanish,"@BBastiel I'm gonna have a day off for the first time since uh... May. That's nice. Nothings on fire this time, too. And my car wasn't totaled either.","Tucson, AZ",fire
489,𝒟𝓇.𝒮𝓊𝓇𝓁𝑒𝑒|Busy|,"@QuickWitCon I was like: What item is the most likely item that Surlee would be beaten up by...a random ass blue mail box.

He opens his mouth to speak but then Suit pulls out a fire iron

“WHA...WHERE DID YOU GET THAT FROM...”

❝This is revenge for what you did to me.❞

Fire iron: https://t.co/urqn07VzY8",❀   ʜʏᴘᴏᴄʀɪᴛᴇ ʏᴏᴜ ᴀʀᴇ   ❀,fire
490,Givan Makandana Mwal,@ManUnitedZone_ @tonimuccinah @BabaTafariM  he's coming for you Arsenal the boy is on fire on and off the pitch..,Nairobi Kenya,fire
491,Starr G.,@llcoolj You fire them!,,fire
492,in this moment lyrics,burn! me alive! set me on fire! and watch me die,,fire
493,USROWJODY or LIL LAMB🇭🇹 4E🔼,"Hell yea, shit fire https://t.co/VgmJKFZjVF","Bay Area, California",fire
494,Geoffrey Laxton,"Can someone please fire this fuckwad?
https://t.co/bZ1JkPDg1h",Canada,fire
495,Scarah Alice | Friendly Neighborhood Heretic,@bernielak @bluebird_green My problem is that it is murder on my hand that I've had surgery on. I can do about ten minutes of it before I'm ready to set fire to the mower and the lawn.,Rent free in Rita's head atm,fire
496,~•♡ maddie !!! ♡•~,fire https://t.co/pQe8D9hdga,"she/her, bun/buns",fire
497,Disco Rhythm,Now Playing:  Brazilian Rhyme - Erath Wind &amp; Fire  Listen Live: https://t.co/819vB4p34b https://t.co/DDBR9HmBwz,"Adelaide, South Australia",fire
498,Lakendrick Ross𓅓,I need a rekindle this fire I put out..,l o s t  i n  t h o u g h t,fire
